"participantnum","date","ms_condition","dv_order","prous1","prous2","prous3","prous4","prous5","antius1","antius2","antius3","antius4","antius5","cheerful","sad","active","angryatself","disgusted","calm","guilty","enthusiastic","attentive","afraid","joyful","downhearted","bashful","tired","nervous","sheepish","sluggish","amazed","lonely","distressed","daring","shaky","sleepy","blameworthy","surprised","happy","excited","determined","strong","timid","hostile","frightened","scornful","alone","proud","astonished","relaxed","alert","jittery","interested","irritable","upset","lively","loathing","delighted","angry","ashamed","confident","inspired","bold","atease","energetic","fearless","blue","scared","concentrating","disgustedwithself","shy","drowsy","dissatisfiedwithself","countryofbirth","race","americanid","msincomplete","expert","source","location","proauth_avg","antiauth_avg","pro_minus_anti" 
"168","5/2/2017","tv","anti-first",4,4,4,3,4,4,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"wesleyan_inhouse","wesleyan",3.66666666666667,4,-0.333333333333333
"169","5/2/2017","tv","pro-first",2,4,2,3,6,2,3,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,0,"wesleyan_inhouse","wesleyan",3.66666666666667,3.33333333333333,0.333333333333333
"170","5/3/2017","tv","pro-first",5,4,4,4,5,5,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"wesleyan_inhouse","wesleyan",4.33333333333333,6.33333333333333,-2
"171","5/4/2017","ms","pro-first",4,6,6,3,4,4,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"wesleyan_inhouse","wesleyan",4.33333333333333,6.66666666666667,-2.33333333333333
"172","5/5/2017","ms","anti-first",6,5,4,4,5,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"wesleyan_inhouse","wesleyan",4.33333333333333,4,0.333333333333333
"173","5/5/2017","ms","pro-first",4,4,6,2,2,4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,0,"wesleyan_inhouse","wesleyan",3.33333333333333,4.66666666666667,-1.33333333333333
"174","5/5/2017","tv","anti-first",6,7,6,5,6,6,6,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"wesleyan_inhouse","wesleyan",5.66666666666667,6.33333333333333,-0.666666666666666
"175","5/5/2017","ms","anti-first",5,4,4,4,5,4,5,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"wesleyan_inhouse","wesleyan",4.33333333333333,4.66666666666667,-0.333333333333334
"1","12/9/2016","ms","pro-first",8,7,7,8,7,7,7,7,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",7.33333333333333,7,0.333333333333333
"2","1/13/2017","tv","pro-first",8,9,9,6,8,2,6,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",7.66666666666667,6,1.66666666666667
"3","1/13/2017","tv","pro-first",3,5,5,4,6,5,5,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,0,"sou_inhouse","sou",5,5,0
"4","1/14/2017","ms","anti-first",7,7,5,7,7,3,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",6.33333333333333,6.66666666666667,-0.333333333333334
"5","1/14/2017","ms","anti-first",5,5,5,5,4,7,5,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",4.66666666666667,6.33333333333333,-1.66666666666667
"6","1/14/2017","tv","anti-first",7,7,7,7,7,8,8,8,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",7,7.66666666666667,-0.666666666666667
"7","1/16/2017","ms","anti-first",8,7,5,7,6,5,6,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",6,7.66666666666667,-1.66666666666667
"8","1/18/2017","tv","anti-first",4,5,4,3,4,7,7,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",3.66666666666667,6.33333333333333,-2.66666666666667
"9","1/21/2017","ms","pro-first",7,7,6,6,6,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",6,7,-1
"10","1/23/2017","ms","pro-first",7,8,8,7,7,6,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",7.33333333333333,7,0.333333333333333
"11","1/24/2017","tv","anti-first",6,7,7,3,5,6,8,8,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",5,8,-3
"12","1/24/2017","tv","pro-first",6,7,7,6,8,3,8,8,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",7,7.66666666666667,-0.666666666666667
"13","1/23/2017","tv","anti-first",6,7,5,5,6,7,7,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",5.33333333333333,6,-0.666666666666667
"15","2/17/2017","ms","pro-first",5,8,8,6,8,5,8,8,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",7.33333333333333,7.33333333333333,0
"16","2/18/2017","ms","anti-first",7,6,6,6,7,7,8,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",6.33333333333333,7,-0.666666666666667
"17","3/14/2017","tv","pro-first",6,7,6,5,7,5,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,0,"sou_inhouse","sou",6,5.66666666666667,0.333333333333333
"18","3/21/2017","tv","anti-first",3,4,5,4,4,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,0,"sou_inhouse","sou",4.33333333333333,8,-3.66666666666667
"20","4/10/2017","ms","anti-first",7,7,7,7,7,4,7,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",7,5.66666666666667,1.33333333333333
"21","4/15/2017","ms","pro-first",5,7,6,6,7,5,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",6.33333333333333,7,-0.666666666666667
"22","4/19/2017","tv","pro-first",9,9,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",9,9,0
"23","4/23/2017","ms","pro-first",7,8,8,7,8,7,8,8,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",7.66666666666667,7.66666666666667,0
"24","4/26/2017","tv","pro-first",5,4,4,4,5,6,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,"sou_inhouse","sou",4.33333333333333,5.66666666666667,-1.33333333333333
"25","4/26/2017","ms","pro-first",7,6,6,8,7,6,6,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",7,4,3
"26","4/28/2017","tv","pro-first",3,8,8,2,7,7,7,7,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",5.66666666666667,7.33333333333333,-1.66666666666667
"27","4/29/2017","ms","pro-first",8,7,7,6,7,7,7,7,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",6.66666666666667,7.33333333333333,-0.666666666666666
"28","4/29/2017","tv","anti-first",7,7,5,5,6,8,8,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",5.33333333333333,8.66666666666667,-3.33333333333333
"29","5/1/2017","ms","anti-first",4,6,6,3,4,5,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",4.33333333333333,6,-1.66666666666667
"30","5/2/2017","ms","anti-first",5,7,7,7,7,5,7,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,"sou_inhouse","sou",7,6.33333333333333,0.666666666666667
"31","5/2/2017","tv","anti-first",5,4,6,6,6,5,2,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,"sou_inhouse","sou",6,4.66666666666667,1.33333333333333
"1",NA,"ms","anti-first",9,9,8,8,8,7,7,7,4,5,"4","1","5","1","1","2","1","1","4","1","4","1","2","5","4","1","1","1","2","1","1","5","1","1","5","4","5","3","2","1","1","1","1","1","1","1","1","3","2","3","1","1","3","1","3","1","1","1","1","1","2","2","2","1","1","4","1","2","3","1",1,1,7,0,1,"kansas_expert","kansas",8,5.33333333333333,2.66666666666667
"2",NA,"tv","anti-first",7,8,9,8,7,7,6,9,7,9,"3","3","4","3","3","3","3","4","4","3","5","1","3","4","1","3","5","2","3","4","2","3","2","3","4","4","4","1","3","3","1","3","3","2","3","3","2","3","5","2","4","5","3","2","1","3","2","3","3","3","3","4","4","2","4","4","3","3","3","4",2,6,5,0,1,"kansas_expert","kansas",8,8.33333333333333,-0.333333333333334
"3",NA,"tv","pro-first",4,4,6,6,6,3,2,5,5,5,"1","1","3","1","1","3","1","2","1","1","3","1","1","3","1","1","1","1","1","2","1","1","3","1","1","3","2","1","2","1","1","1","1","1","2","1","3","1","1","3","1","1","3","1","1","1","1","3","1","1","1","2","1","1","1","3","1","2","1","2",2,1,1,0,1,"kansas_expert","kansas",6,5,1
"4",NA,"ms","pro-first",7,6,6,7,6,6,6,5,4,5,"2","3","1","2","1","3","2","1","4","4","3","1","1","3","1","1","3","1","4","2","1","1","2","1","2","3","1","3","3","1","1","1","1","4","1","1","3","4","2","4","1","1","3","1","1","2","2","1","4","1","4","2","1","2","1","3","4","1","2","3",1,1,6,0,1,"kansas_expert","kansas",6.33333333333333,4.66666666666667,1.66666666666667
"5",NA,"ms","pro-first",9,9,6,8,8,7,7,5,7,8,"1","2","1","4","1","4","1","1","3","1","3","1","3","5","1","1","5","1","1","1","1","3","4",NA,"1","2","1","3","2","1","4","1","1","3","3","1","4","3","4","2","2","1","1","1","1","1","1","2","1","1","4","1","1","1","1","2","3","1","5","3",1,1,5,0,1,"kansas_expert","kansas",7.33333333333333,6.66666666666667,0.666666666666666
"6",NA,"ms","anti-first",7,7,7,8,6,2,2,6,3,6,"4","1","3","1","1","5","2","5","4","1","5","1","1","2","2","1","2","1","1","1","5","1","2","1","1","5","4","4","3","1","1","1","1","1","3","1","5","4","1","4","1","1","1","4","3","3","4","5","3","3","4","5","4","1","1","4","1","1","1","1",1,4,8,0,1,"kansas_expert","kansas",7,5,2
"8",NA,"ms","pro-first",7,7,8,8,8,6,6,8,7,8,"1","1","2","1","1","3","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","3","1","2","1","1","1","4","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1",1,1,9,0,1,"kansas_expert","kansas",8,7.66666666666667,0.333333333333333
"9",NA,"ms","pro-first",6,7,4,7,7,5,5,6,3,4,"4","1","2","1","1","4","1","4","3","1","3","1","1","4","1","1","3","2","1","1","1","2","3","1","1","4","1","4","3","1","1","1","1","1","2","1","5","3","1","2","1","1","4","1","2","1","1","4","1","2","4","3","3","1","1","2","1","2","2","1",1,1,6,0,1,"kansas_expert","kansas",6,4.33333333333333,1.66666666666667
"11",NA,"ms","pro-first",6,17,7,5,7,9,8,9,9,9,"3","1","1","1","1","5","1","1","4","1","2","1","1","4","1","1","2","1","1","1","1","1","3","1","1","21","3","1","1","1","1","1","1","1","1","1","5","4","1","2","1","1","1","1","2","1","1","2","1","1","4","2","2","1","1","4","1","1","4","1",1,1,7,0,1,"kansas_expert","kansas",6.33333333333333,9,-2.66666666666667
"12",NA,"ms","pro-first",7,7,6,9,6,3,2,5,1,3,"2","3","1","2","1","4","1","2","5","1","2",NA,"3","4","1","1","3","4","4","1","2","1","3","1","2","2","1","3","3","2","1","1","1","3","3","1","3","3","1","3","1","1",NA,"1","1","1","3","2","3","2","4","3","2","2","1","2","1","3","1","4",1,1,7,0,1,"kansas_expert","kansas",7,3,4
"14",NA,"ms","pro-first",5,7,5,6,8,4,3,2,2,5,"3","1","3","2","1","4","3","1","4","1","3","1","2","2","2","1","3","1","1","1","2","1","1","2","2","2","2","4","3","1","1","1","1","1","3","1","3","1","0","3","1","1","3","1","1","1","3","2","2","1","3","3","3","1","2","4","1","2","1","1",2,4,3,0,1,"kansas_expert","kansas",6.33333333333333,3,3.33333333333333
"15",NA,"ms","anti-first",7,7,8,8,6,6,6,5,5,5,"1","2","1","1","1","3","2","1","1","5","3","1","1","2","2","2","4","1","1","3","1","2","1","1","4","2","1","1","2","1","1","3","2","1","2","1","2","3","1","1","1","2","1","1","1","1","1","2","2","1","1","1","1","3","4","1","1","1","1","1",1,1,8,0,1,"kansas_expert","kansas",7.33333333333333,5,2.33333333333333
"16","4/4/17","ms","anti-first",6,6,5,3,1,3,2,2,1,1,"5","2","4","1","2","3","1","5","4","2","4","1","4","2","1","2","1","2","2","3","5","2","2","1","4","4","5","2","5","2","1","1","1","2","5","3","4","2","2","5","2","2","4","2","5","2","2","5","5","5","4","3","4","3","2","4","1","3","2","1",2,4,1,0,1,"kansas_expert","kansas",3,1.33333333333333,1.66666666666667
"19","4/6/17","ms","anti-first",8,4,7,6,5,9,8,6,8,7,"1","2","1","1","1","4","1","1","3","1","1","1","1","4","1","1","4","1","3","1","1","1","4","1","4","3","1","2","1","1","1","1","1","1","2","1","4","2","1","2","1","1","1","1","1","1","1","3","1","1","4","1","1","1","1","4","1","1","4","1",1,1,3,0,1,"kansas_expert","kansas",6,7,-1
"20",NA,"ms","pro-first",6,5,7,4,4,8,7,9,7,5,"3","1","3","1","1","2","1","1","3","1","2","1","1","3","1","1","1","3","1","1","2","3","1","1","4","4","1","1","3","1","1","1","1","1","3","1","2","1","1","1","1","1","1","1","1","1","1","1","4","1","1","1","2","1","1","1","1","1","1","1",1,1,6,0,1,"kansas_expert","kansas",5,7,-2
"21",NA,"ms","anti-first",7,5,7,5,7,9,9,9,9,9,"5","1","3","1","1","5","1","2","5","2","4","1","3","2","1","1","2","1","1","1","2","1","2","1","2","5","1","2","2","1","1","1","1","1","2","1","5","3","1","2","1","1","2","1","1","1","1","2","1","1","2","3","1","1","1","2","1","1","1","1",1,1,7,0,1,"kansas_expert","kansas",6.33333333333333,9,-2.66666666666667
"22",NA,"tv","pro-first",7,6,7,7,7,6,6,4,4,6,"3","1","4","1","1","5","1","2","4","1","2","1","1","2","1","3","2","1","1","1","3","2","3","1","3","4","2","3","4","2","1","1","1","2","2","1","4","4","1","1","3","1","1","3","1","2","1","1","4","2","2","4","2","1","1","4","1","1","1","1",1,1,8,0,1,"kansas_expert","kansas",7,4.66666666666667,2.33333333333333
"24",NA,"ms","anti-first",8,8,7,7,7,1,1,2,3,2,"4","1","4","1","1","4","1","5","5","2","4","4","2","2","2","1","1","3","1","1","1","2","1","1","2","4","4","5","5","1","1","1","2","1","5","1","3","5","4","5","1","2","4","2","4","1","1","4","3","3","4","5","3","1","1",NA,"5","1","1","1",NA,1,7,0,1,"kansas_expert","kansas",7,2.33333333333333,4.66666666666667
"25",NA,"ms","anti-first",7,7,6,6,5,7,6,7,5,6,"4","2","4","3","2","2","3","4","3","3","3","2","3","3","3","2","3","4","3","2","4","2","3","2","4","4","4","3","4","3","2","2","3","3","3","2","2","4","2","3","2","2","3","2","3","2","1","3","3","3","2","4","3","2","2","4","1","3","2","1",1,1,7,0,1,"kansas_expert","kansas",5.66666666666667,6,-0.333333333333333
"26","4/18/17","tv","anti-first",6,5,6,6,6,7,6,7,5,6,"1","1","1","1","1","4","1","1","1","1","1","1","1","5","3","1","3","1","4","1","1","1","5","1","1","1","1","1","3","1","1","1","1","3","1","1","3","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","3","1","1","2","4","1","3",1,1,5,0,1,"kansas_expert","kansas",6,6,0
